gene_product	ala__L_c	arg__L_c	asn__L_c	asp__L_c	cys__L_c	gln__L_c	glu__L_c	gly_c	his__L_c	ile__L_c	leu__L_c	lys__L_c	met__L_c	phe__L_c	pro__L_c	ser__L_c	thr__L_c	trp__L_c	tyr__L_c	val__L_c
b2473	27	8	7	17	0	11	12	23	9	16	18	6	7	10	13	13	10	3	4	18
b2474	83	55	15	34	9	44	36	45	20	16	95	15	11	28	37	33	37	19	9	30
b2475	18	16	7	19	4	28	13	36	5	10	20	11	10	11	11	20	16	4	9	19
b2476	15	14	11	19	3	6	22	17	1	7	30	20	9	12	7	10	8	2	7	17
b2478	31	13	13	17	5	8	14	23	9	18	30	13	9	7	13	15	23	1	5	25
b2479	22	9	9	9	3	9	12	8	8	14	19	4	6	5	9	15	13	2	2	12
b2481	24	10	8	8	16	16	12	12	6	6	20	7	2	5	13	11	10	3	1	15
b2482	89	27	11	15	9	16	17	51	16	43	113	14	33	37	27	47	29	16	12	50
b2483	33	14	3	6	4	9	12	26	5	20	63	6	12	21	12	20	18	7	4	20
b2484	57	16	8	10	4	12	10	41	8	31	78	10	16	32	20	35	25	10	17	39
b2485	27	7	8	2	6	6	5	12	3	17	40	7	10	10	8	12	10	3	4	19
b2486	55	18	12	11	8	9	13	43	14	37	98	10	21	30	20	35	30	8	12	42
b2487	33	47	20	38	7	16	37	37	14	25	58	18	18	24	31	27	31	7	22	45
b2488	22	12	8	7	13	15	9	6	1	7	20	8	4	5	11	5	15	2	4	7
b2489	21	23	4	18	7	13	8	19	9	19	21	5	5	7	18	12	13	4	7	19
b2490	15	7	1	7	3	5	13	5	5	10	13	4	6	6	4	8	7	3	4	11
b2491	52	53	26	40	9	35	44	36	24	36	99	15	17	21	31	44	37	8	7	36
b2492	35	10	9	4	11	4	6	18	9	22	35	7	15	19	9	25	12	6	4	22
b2493	32	16	9	9	2	12	10	27	2	31	58	7	15	23	15	15	10	10	9	41
b2495	9	8	7	5	1	4	13	5	1	6	17	9	5	0	7	6	4	0	3	9
b2496	17	19	6	18	3	11	15	14	4	11	42	8	5	8	12	12	9	5	6	8
b2497	45	10	10	10	4	5	12	44	6	47	62	14	11	22	22	23	26	4	9	43
b2498	16	7	5	11	1	4	18	19	4	18	22	16	7	3	10	10	11	1	5	20
b2499	28	11	11	25	7	8	22	39	8	21	33	18	8	7	14	20	16	5	9	35
b2500	25	11	8	15	1	8	12	16	10	15	19	7	4	8	10	11	9	2	6	15
b2501	42	61	41	45	2	23	45	26	16	53	79	37	15	30	28	39	20	5	35	46
b2502	41	38	18	20	4	29	42	35	17	29	64	21	17	21	22	26	24	8	8	29
b2503	55	40	36	21	8	36	35	36	17	60	106	25	30	37	33	46	29	13	36	48
b2504	3	7	1	0	0	6	2	2	3	4	3	3	3	6	1	10	3	1	1	4
b2505	20	2	11	6	4	9	6	19	2	7	10	13	4	4	4	11	19	0	4	17
b2506	30	13	10	12	1	17	21	4	2	5	12	19	3	3	1	12	3	2	2	7
b2507	40	32	15	34	7	14	43	43	15	31	46	24	15	23	23	24	21	8	14	53
b2508	51	33	11	23	5	15	40	52	10	32	37	24	13	9	16	27	33	0	9	48
b2509	38	42	16	17	3	47	26	23	13	21	46	20	9	12	21	25	29	4	10	34
b2510	5	3	1	4	8	6	4	5	6	2	7	4	2	3	3	2	0	0	1	5
b2511	33	39	17	36	1	13	40	38	9	29	45	27	15	17	22	24	24	3	14	44
b2513	34	7	12	11	0	13	16	14	1	9	21	15	4	4	3	13	6	4	4	15
b2514	41	32	17	22	5	19	34	41	8	15	49	16	9	12	14	16	20	6	15	33
b2515	32	28	17	28	5	17	23	29	5	32	32	19	7	8	14	19	15	0	6	36
b2516	46	17	14	18	2	25	16	17	2	8	30	14	6	7	25	21	37	6	4	22
b2517	28	27	20	28	8	15	24	25	5	26	30	24	14	12	15	17	21	4	8	33
b2518	18	9	7	6	1	2	12	14	4	8	9	5	3	10	5	7	9	0	3	11
b2519	78	64	26	39	5	30	34	66	11	30	96	24	17	19	67	44	30	27	16	47
b2520	157	86	78	111	3	97	90	124	17	59	200	82	26	45	93	108	84	30	47	116
b2521	31	15	10	20	1	6	24	23	7	14	28	7	5	11	19	11	12	8	4	25
b2522	20	9	6	12	2	11	34	17	4	21	26	13	5	14	15	14	18	3	1	13
b2523	56	23	19	31	5	16	19	41	7	22	43	20	9	13	14	22	27	9	12	19
b2524	5	2	1	11	1	2	7	2	1	4	8	3	2	2	3	2	3	3	2	2
b2525	9	6	3	9	7	3	14	5	5	8	10	3	2	1	6	7	5	1	1	6
b2526	86	41	12	48	2	32	36	49	13	33	67	18	13	13	22	38	29	1	10	53
b2527	17	13	2	14	0	17	16	3	5	3	26	8	5	10	3	9	9	2	4	5
b2528	5	4	5	8	3	2	8	13	1	2	9	7	2	9	3	7	6	0	1	12
b2529	15	3	7	10	3	2	12	9	2	11	6	12	3	2	4	10	3	1	4	9
b2530	33	28	15	22	3	12	33	34	13	31	36	19	16	10	13	26	18	4	13	25
b2531	13	13	6	12	3	7	7	18	3	6	20	6	2	2	4	14	9	1	3	13
b2532	27	15	15	7	3	11	21	16	7	11	29	7	8	4	11	12	14	3	5	20
b2533	32	19	14	18	1	7	14	24	4	17	20	12	6	12	9	9	19	2	8	20
b2534	23	14	14	19	1	9	10	22	9	24	24	10	5	15	19	22	8	5	11	20
b2535	30	38	13	19	8	31	26	20	13	21	66	8	9	21	24	22	26	4	12	15
b2536	47	19	4	5	7	14	4	33	5	22	58	6	12	24	13	25	17	15	14	35
b2537	28	17	13	12	2	16	20	14	5	17	38	12	8	11	18	13	14	2	5	31
b2538	39	28	18	32	10	23	29	41	10	19	35	19	7	20	19	24	22	15	18	25
b2539	10	20	7	14	1	9	13	3	5	9	18	5	3	8	5	9	13	5	4	11
b2540	12	3	4	8	5	1	8	8	3	6	9	2	2	4	9	5	6	0	4	7
b2541	35	13	12	9	4	10	14	30	6	16	32	6	6	10	12	17	14	2	7	15
b2542	44	26	20	20	6	25	25	32	9	27	49	11	6	9	19	16	20	10	4	22
b2543	18	6	4	5	0	1	1	13	2	15	16	2	9	12	8	3	7	2	4	12
b2544	20	13	8	16	6	18	19	25	11	8	26	4	4	16	22	19	17	11	11	16
b2545	35	17	8	19	11	11	18	44	14	20	32	15	14	9	14	17	14	5	12	24
b2546	37	14	15	5	3	9	6	37	1	26	55	5	8	20	9	23	13	3	1	42
b2547	43	35	15	21	4	23	44	41	8	33	54	20	14	6	18	30	26	5	9	54
b2548	37	12	17	18	4	19	19	27	1	24	24	24	7	8	8	17	20	1	8	32
b2549	124	60	48	61	16	70	67	70	34	40	120	40	22	41	54	46	47	35	44	54
b2550	27	20	23	16	12	29	23	26	8	31	40	15	4	8	17	27	21	12	11	27
b2551	47	14	18	21	3	14	29	41	13	21	31	29	12	11	19	17	18	3	20	36
b2552	43	15	18	20	2	20	29	32	13	16	34	21	10	21	21	15	21	6	12	27
b2553	8	7	0	12	1	2	8	10	1	14	4	10	3	5	3	0	9	0	2	13
b2554	47	33	18	25	2	21	32	26	10	22	58	18	11	16	21	25	20	2	6	31
b2555	19	19	6	14	4	25	17	7	6	9	32	9	3	3	17	14	15	5	7	6
b2556	42	37	18	20	6	30	31	24	10	18	68	15	16	13	18	41	17	6	11	34
b2557	148	78	54	81	14	52	91	114	40	56	125	42	34	47	61	62	63	18	26	89
b2558	48	21	21	33	0	27	33	30	8	21	61	33	11	18	24	33	29	8	28	31
b2559	19	15	5	8	3	5	12	13	9	9	13	5	9	4	5	7	7	3	3	13
b2560	13	19	5	10	3	14	8	13	5	9	35	3	4	10	12	10	12	7	7	12
b2561	37	16	11	11	3	18	15	16	7	15	42	14	7	6	9	21	12	1	6	15
b2562	4	0	4	6	8	2	9	2	5	8	4	7	4	1	6	2	6	1	2	5
b2563	19	11	5	5	1	2	10	9	4	9	13	7	2	6	2	3	5	3	1	9
b2564	40	17	6	16	4	9	20	17	9	18	21	11	9	5	6	2	15	0	3	15
b2565	18	23	4	7	2	5	18	20	5	5	33	13	5	15	11	16	18	2	9	13
b2566	22	19	12	17	1	9	24	21	8	26	27	21	10	9	10	16	14	3	7	25
b2567	15	19	7	10	2	14	21	17	7	10	31	10	3	7	8	14	11	1	6	13
b2568	25	16	9	17	3	15	18	28	3	22	24	19	8	17	23	17	19	6	11	24
b2569	46	35	22	44	10	25	42	42	10	41	60	37	13	18	24	31	28	2	19	50
b2570	18	6	2	4	6	7	7	15	1	9	21	5	2	6	8	18	5	3	2	14
b2571	21	26	15	17	1	15	16	16	1	16	34	9	10	14	19	34	19	4	10	21
b2572	19	10	7	6	1	32	18	10	6	7	18	5	10	4	15	14	12	4	3	15
b2573	17	18	7	12	1	9	16	8	1	12	18	7	4	7	8	14	6	1	7	18
b2574	47	41	21	33	9	15	36	41	26	32	52	12	13	15	23	29	30	8	17	40
b2575	26	15	8	12	7	18	16	15	5	12	24	3	6	12	10	14	17	4	6	15
b2576	43	39	11	26	2	14	38	27	15	24	44	34	7	11	22	16	33	3	8	27
b2577	20	25	8	11	10	18	27	14	6	18	30	11	6	15	10	19	16	0	5	24
b2578	24	6	5	2	3	8	1	13	3	13	30	4	5	12	7	15	14	7	6	17
b2579	10	9	5	7	1	5	14	7	2	7	11	7	1	3	5	6	7	1	4	15
b2580	17	10	10	7	1	14	14	18	13	10	24	9	3	11	16	12	12	6	5	17
b2581	32	28	14	23	4	16	22	36	8	10	20	22	7	8	16	20	18	7	5	29
b2582	10	9	8	12	6	3	9	9	2	10	9	7	3	8	8	6	6	3	0	11
b2583	25	20	5	11	6	12	15	11	2	9	27	8	7	10	17	12	16	2	6	11
b2584	95	62	35	47	8	41	56	49	22	49	119	28	23	22	49	61	39	11	18	52
b2585	27	40	25	37	4	21	22	20	13	36	53	27	8	14	19	16	14	7	20	28
b2586	11	5	2	6	2	5	3	10	4	2	11	3	6	4	1	17	3	6	2	4
b2587	51	21	7	7	7	13	14	40	5	21	56	13	19	29	9	34	27	9	16	34
b2592	79	66	30	52	3	49	83	63	17	55	102	44	21	19	28	39	32	2	17	56
b2593	30	14	10	12	8	7	14	22	5	9	19	10	4	10	14	13	12	5	7	18
b2594	25	28	6	20	1	13	27	19	18	23	26	13	12	6	23	8	19	3	8	28
b2597	11	5	8	4	0	6	12	4	5	9	9	9	4	2	4	4	8	1	1	7
b2598	1	0	0	0	0	0	0	0	1	1	0	1	1	7	2	0	1	0	0	0
b2599	38	21	16	15	4	22	29	18	15	22	50	17	8	11	15	25	23	2	11	24
b2600	35	27	8	22	3	22	28	24	9	19	47	15	11	14	17	20	5	5	10	32
b2601	37	20	16	21	5	22	22	26	9	19	34	13	13	7	18	27	15	3	7	22
b2602	13	3	5	11	3	6	5	9	2	5	10	8	3	4	4	11	8	2	5	4
b2603	14	8	10	5	4	7	8	9	3	12	22	6	6	9	10	16	8	1	4	10
b2604	42	26	23	21	2	19	21	20	16	25	50	15	12	20	8	27	30	6	8	17
b2605	18	6	7	7	1	11	6	14	3	7	15	9	5	4	7	12	13	2	5	8
b2606	7	13	4	3	0	6	9	8	2	7	6	11	2	4	3	8	4	1	2	15
b2607	21	19	4	14	2	11	22	24	9	15	28	8	8	6	13	14	12	5	6	14
b2608	8	5	5	18	2	13	10	14	2	11	16	13	6	6	6	11	8	6	5	17
b2609	11	10	4	4	0	2	5	6	2	6	4	5	1	4	2	3	3	1	1	8
b2610	41	28	17	30	1	18	28	38	6	20	44	43	28	15	18	17	18	0	2	41
b2611	27	10	11	4	3	8	7	16	7	24	44	6	11	11	8	15	11	7	10	23
b2614	24	11	8	13	0	8	26	8	3	12	16	13	9	3	9	7	8	0	1	18
b2615	19	15	12	16	6	14	15	20	12	25	34	12	5	10	12	19	18	2	9	17
b2616	59	31	14	29	7	50	46	35	23	26	76	19	14	13	15	32	30	2	10	22
b2618	10	9	2	6	0	4	9	5	1	6	10	8	1	0	5	5	4	0	4	7
b2619	12	7	6	4	2	10	9	9	1	9	16	8	7	12	7	11	11	1	4	12
b2620	17	13	7	7	2	4	11	10	5	7	14	18	3	4	3	8	7	4	5	11
b2622	42	31	15	24	2	20	23	18	7	25	38	30	14	10	22	28	23	9	9	23
b2623	17	16	21	16	7	11	28	12	7	23	23	28	9	18	8	23	15	9	8	19
b2624	6	7	3	3	1	2	3	3	0	6	6	6	3	1	4	4	3	3	2	4
b2625	35	28	31	22	10	13	34	21	10	44	42	36	14	28	16	28	17	7	13	20
b2626	7	19	14	21	2	5	5	10	9	11	18	14	6	7	7	15	13	3	13	9
b2627	41	44	29	55	5	27	42	40	25	49	79	39	13	42	24	49	40	5	24	57
b2628	26	38	15	52	10	18	39	21	18	41	55	36	6	21	18	40	25	7	14	38
b2629	4	4	5	5	0	2	7	5	4	5	7	7	5	3	5	9	4	1	3	2
b2630	27	19	15	14	3	18	22	21	10	24	39	14	11	15	15	22	25	2	14	27
b2631	7	4	6	7	1	2	11	7	2	8	16	5	5	6	5	9	10	1	2	9
b2632	23	21	6	13	5	16	17	16	7	18	31	9	6	13	16	20	14	4	5	27
b2633	15	31	7	12	3	18	21	20	7	12	28	9	6	10	13	17	16	3	6	19
b2634	19	28	3	10	6	10	15	11	8	13	33	1	5	11	14	14	10	2	4	16
b2635	12	1	1	1	0	0	0	9	0	11	8	4	1	3	3	4	6	0	1	13
b2636	6	8	4	14	3	4	11	7	2	4	18	10	4	5	8	14	8	1	7	9
b2637	12	6	10	13	2	9	1	12	3	8	8	7	5	9	5	14	11	3	5	12
b2642	37	10	35	33	6	15	18	23	8	67	71	48	16	36	12	48	26	2	29	27
b2643	14	6	5	11	5	7	11	11	7	10	10	1	7	7	7	8	9	5	7	4
b2644	16	11	4	6	0	12	9	7	7	8	22	5	5	5	7	8	13	1	3	11
b2645	7	6	4	5	4	6	5	8	4	5	10	2	2	4	5	6	10	1	5	6
b2646	8	6	4	6	1	6	5	4	3	7	14	5	2	3	5	7	9	2	3	9
b2647	122	43	139	78	3	54	65	213	27	89	93	61	20	25	34	129	167	8	42	114
b2648	3	2	1	2	4	3	4	2	1	4	6	3	1	2	0	2	1	2	0	4
b2649	8	6	21	23	5	8	19	13	3	15	20	21	2	22	11	31	10	1	9	15
b2650	10	3	19	2	4	5	18	9	4	7	17	16	5	7	1	15	3	1	4	10
b2659	23	20	17	24	1	21	17	15	11	9	38	13	10	17	16	17	14	4	12	26
b2660	39	30	18	18	9	14	21	39	11	30	39	14	12	15	22	30	20	3	13	25
b2661	66	23	23	27	6	15	33	47	5	31	42	29	9	21	20	18	21	5	10	31
b2662	54	20	13	21	8	17	29	42	12	29	41	21	11	14	20	15	18	1	12	28
b2663	50	19	11	7	5	6	14	34	6	42	60	15	19	22	19	38	22	16	16	45
b2664	26	19	5	14	2	11	15	10	7	10	32	7	10	5	4	12	10	4	5	12
b2665	15	1	8	13	0	9	7	12	2	10	9	17	2	4	6	8	9	1	4	12
b2666	2	2	1	1	0	1	0	7	1	9	9	1	1	4	3	0	3	3	1	3
b2667	15	6	3	3	2	6	5	5	2	7	14	4	4	0	3	10	6	0	2	2
b2668	23	8	5	9	2	8	8	17	4	14	24	8	4	7	9	8	4	2	2	8
b2669	12	12	5	5	0	8	17	7	0	6	13	11	5	4	6	7	8	2	1	5
b2670	15	9	4	5	3	6	2	6	2	9	12	4	9	9	5	14	2	3	10	20
b2671	9	11	3	4	1	3	10	9	5	3	10	4	2	4	5	6	6	0	9	10
b2672	16	11	5	9	2	6	5	8	1	3	7	5	3	3	2	9	3	2	0	9
b2673	11	9	4	5	2	3	4	4	3	5	4	1	4	4	5	3	3	1	1	5
b2674	9	15	8	4	1	8	10	14	1	9	10	2	2	6	7	8	4	2	5	11
b2675	70	47	33	38	7	33	43	46	18	42	66	25	19	33	22	45	50	6	37	34
b2676	28	10	18	21	2	12	24	12	5	16	37	17	9	16	14	25	15	8	15	15
b2677	36	27	14	27	1	21	29	32	6	31	45	20	13	13	15	20	14	0	8	28
b2678	38	17	9	15	1	14	3	34	3	34	42	4	14	13	26	15	25	9	3	35
b2679	41	4	22	20	2	16	13	27	8	15	22	24	7	13	15	12	26	8	14	21
b2681	54	16	11	8	2	10	4	41	9	24	67	7	14	18	12	29	26	10	8	24
b2682	35	9	4	4	5	9	7	20	1	16	28	5	8	18	12	24	12	7	4	17
b2683	12	8	2	2	2	0	2	9	1	9	18	3	3	4	5	6	7	1	5	12
b2684	8	14	7	8	4	13	19	5	7	8	26	8	8	5	5	15	10	2	1	3
b2685	44	21	21	20	0	32	15	20	3	26	36	20	9	7	16	20	30	5	8	37
b2686	50	18	17	10	7	24	14	45	5	51	60	8	17	29	24	39	33	16	11	34
b2687	12	10	9	11	3	9	14	9	7	11	15	6	9	6	9	6	9	1	3	12
b2688	44	34	18	27	9	20	43	40	7	31	53	23	13	22	25	30	29	8	21	21
b2689	13	6	3	1	2	2	3	13	2	4	26	4	7	7	5	13	8	8	2	13
b2690	26	12	2	15	2	8	10	12	9	9	20	5	7	5	9	6	8	3	5	15
b2696	2	5	2	1	0	5	6	5	1	5	4	3	2	0	1	4	4	0	2	9
b2697	91	55	33	61	6	35	64	80	22	41	76	47	21	36	22	50	42	8	18	68
b2698	18	22	3	11	3	6	16	8	3	11	12	8	4	5	6	8	6	3	7	6
b2699	38	14	15	20	3	13	30	35	2	27	31	27	10	10	10	20	17	2	7	22
b2700	25	10	2	6	2	10	13	17	1	7	8	5	4	6	3	11	14	4	3	14
b2701	31	17	20	18	1	26	10	33	7	12	33	16	11	17	22	18	20	8	17	24
b2702	12	6	8	1	4	5	8	19	5	14	26	6	7	13	10	10	13	2	7	11
b2703	31	10	4	13	4	11	11	39	5	32	32	13	6	11	21	18	20	4	6	28
b2704	11	5	2	7	2	4	10	12	6	7	12	3	2	6	7	6	8	0	3	10
b2705	25	9	9	14	4	17	9	29	3	15	27	12	7	12	5	21	7	0	13	21
b2706	13	9	2	7	2	9	0	10	2	8	13	5	3	6	6	6	5	2	0	11
b2707	20	9	13	16	3	9	19	17	7	20	23	16	7	12	7	17	20	0	4	18
b2708	41	17	8	18	3	12	17	30	8	18	39	13	15	8	12	18	19	1	2	22
b2709	60	40	16	29	7	25	36	35	13	23	71	13	7	21	22	24	17	1	6	38
b2710	35	24	27	35	8	18	33	27	15	28	36	20	16	19	21	26	33	11	13	34
b2711	38	25	16	23	4	27	19	25	5	21	49	14	11	9	16	19	23	3	5	25
b2712	91	47	28	39	24	46	36	59	25	27	85	14	18	24	52	26	30	15	14	50
b2713	20	14	10	8	18	5	10	9	5	10	8	8	5	4	8	7	8	0	1	17
b2714	36	20	11	18	2	12	22	23	9	24	34	16	11	11	12	28	15	2	8	22
b2715	65	12	11	11	4	13	15	38	6	47	57	19	22	17	28	33	28	7	8	44
b2716	41	27	23	28	7	14	35	37	11	21	34	24	15	30	17	28	20	10	23	29
b2717	12	5	7	14	2	5	13	16	1	14	14	4	9	4	10	2	7	2	4	11
b2718	16	7	4	8	2	8	11	5	5	9	13	5	6	3	4	8	5	3	5	9
b2719	25	19	7	15	7	8	16	23	6	17	23	9	6	6	18	12	8	3	9	18
b2720	17	10	9	6	14	8	17	7	4	10	13	13	2	9	9	8	10	2	3	9
b2721	33	45	22	37	8	16	39	42	15	24	55	24	21	19	31	24	31	8	27	48
b2722	33	13	4	7	2	11	11	28	2	20	49	5	10	19	16	18	16	6	6	31
b2723	80	17	17	8	13	14	13	64	11	42	103	17	23	24	26	35	21	17	10	53
b2724	23	12	8	11	16	8	10	10	6	9	17	8	4	7	16	12	11	1	0	14
b2725	12	8	6	10	3	10	11	7	7	13	13	8	3	4	3	9	6	2	8	10
b2726	9	8	0	5	10	11	12	7	4	7	12	4	2	3	1	4	6	2	1	8
b2727	30	15	15	16	9	9	22	22	8	15	29	14	9	8	17	13	17	2	4	16
b2728	6	4	4	9	3	6	6	10	1	5	7	2	3	2	3	2	3	1	1	12
b2729	35	22	10	19	13	25	22	27	13	17	31	10	10	21	24	15	17	2	9	31
b2730	47	15	13	17	7	12	20	36	7	19	44	10	6	9	14	11	16	2	3	28
b2731	52	52	29	40	9	31	59	35	14	39	93	29	17	22	28	38	37	5	19	44
b2732	8	10	0	4	5	6	11	3	5	6	8	15	5	2	12	3	2	2	5	5
b2733	91	66	27	45	6	42	70	52	15	46	108	28	25	22	40	41	52	6	27	44
b2734	12	7	13	16	0	12	13	16	11	19	23	9	5	13	8	14	6	5	9	7
b2735	30	14	6	13	5	14	13	14	6	19	25	10	8	3	7	22	17	2	3	24
b2736	53	6	10	16	2	5	13	32	7	13	28	13	12	10	9	21	16	2	5	29
b2737	50	20	9	14	7	29	20	35	8	18	37	9	7	12	17	24	25	3	10	34
b2738	21	13	11	10	4	7	14	15	4	7	29	7	5	7	12	17	9	2	6	12
b2739	32	15	10	16	2	11	20	19	10	13	25	7	4	16	13	6	7	5	12	15
b2740	58	7	6	8	4	9	9	50	7	46	68	16	17	17	23	26	26	7	5	45
b2741	24	34	13	23	0	15	41	19	4	19	44	12	5	9	8	13	17	3	7	20
b2742	37	14	24	10	1	31	11	33	3	25	17	16	7	5	29	33	40	4	13	26
b2743	20	17	4	9	1	18	15	16	5	13	23	6	4	5	10	6	10	4	3	19
b2744	24	15	11	21	5	9	6	25	7	14	23	5	4	5	17	14	17	3	5	23
b2745	40	26	15	18	4	19	28	26	6	12	38	17	4	16	10	12	16	9	5	28
b2746	20	8	2	12	2	3	8	20	6	13	16	9	4	6	7	2	9	1	2	9
b2747	31	17	7	15	5	10	13	15	12	10	27	6	3	6	13	8	17	2	3	16
b2748	12	8	8	7	0	7	6	7	1	3	14	5	2	3	2	4	5	2	3	4
b2749	7	2	5	3	0	0	3	8	2	7	16	1	7	10	4	7	9	4	3	9
b2750	15	16	8	11	2	7	17	18	10	8	24	6	3	6	5	11	8	2	3	21
b2751	39	32	17	34	2	25	32	36	10	27	54	14	8	16	18	28	28	4	12	39
b2752	19	26	12	17	2	12	25	20	9	20	26	17	12	13	14	14	12	7	10	15
b2753	40	24	21	21	4	11	15	27	10	19	32	19	10	11	15	16	23	3	9	15
b2754	7	8	4	3	0	2	8	8	0	4	11	1	4	4	4	3	6	3	1	13
b2755	35	23	4	18	4	10	15	25	4	22	29	14	4	9	22	15	13	4	9	26
b2756	16	13	7	9	4	14	8	13	5	13	23	13	3	7	12	10	7	3	4	15
b2757	14	19	1	12	5	10	13	18	6	8	28	6	5	7	13	16	18	4	9	12
b2758	42	17	18	25	2	24	18	23	8	21	31	21	14	13	8	27	14	5	7	25
b2759	15	19	7	10	2	12	9	7	3	8	19	5	6	5	6	6	7	5	2	7
b2760	37	25	32	18	11	29	27	39	14	30	51	25	9	25	29	25	25	8	10	33
b2761	71	43	41	56	17	54	51	52	26	43	100	36	16	39	39	59	38	25	26	56
b2762	19	15	12	13	1	9	23	17	5	12	32	15	3	7	10	9	12	7	10	13
b2763	47	41	30	30	6	15	46	49	17	38	52	35	14	20	27	16	35	8	14	30
b2764	71	34	23	36	2	28	49	36	9	21	61	26	8	22	32	31	31	11	17	51
b2765	8	5	2	6	3	1	10	8	8	6	11	7	4	6	8	4	9	3	3	9
b2766	41	31	11	18	11	16	28	37	16	19	62	6	6	9	23	26	19	9	9	26
b2767	7	9	3	4	5	3	5	6	1	4	9	0	1	3	6	6	5	2	3	4
b2768	19	5	11	9	6	7	9	11	4	20	21	14	3	7	6	11	8	2	2	16
b2769	41	12	12	15	5	16	15	21	6	14	28	8	5	5	12	16	14	7	1	33
b2770	38	20	4	9	6	21	20	17	4	10	35	8	11	8	12	7	12	5	2	10
b2771	45	20	8	8	3	8	11	40	16	27	80	5	9	27	19	30	33	13	7	36
b2774	31	6	16	14	5	10	11	25	3	20	20	14	8	13	9	15	13	3	9	16
b2775	35	14	12	10	7	10	8	33	4	46	48	12	24	22	14	39	29	10	20	28
b2776	43	15	25	38	9	12	18	40	12	31	44	25	21	15	26	31	26	12	19	30
b2777	15	13	7	12	8	10	17	15	6	15	23	11	4	5	10	11	18	5	5	13
b2778	21	11	12	13	6	17	10	23	5	19	22	12	5	27	7	31	17	5	8	19
b2779	59	11	19	25	1	11	34	47	7	35	30	37	13	12	11	22	21	1	11	25
b2780	39	33	24	29	8	18	43	45	14	41	47	26	13	18	24	27	27	3	16	50
b2781	27	21	7	21	3	17	32	10	4	13	24	12	8	11	7	7	12	4	5	18
b2782	9	5	3	6	3	5	5	10	1	5	8	8	4	3	7	6	6	2	3	12
b2783	4	3	6	7	0	1	8	3	2	8	8	6	2	1	6	3	3	3	0	8
b2784	65	55	26	51	11	36	52	50	28	47	71	38	15	17	25	37	26	11	22	61
b2785	40	31	14	22	7	27	24	28	11	14	50	20	12	14	22	27	21	4	9	36
b2787	40	22	15	25	4	21	28	44	15	22	39	19	18	18	21	19	28	8	10	30
b2788	48	22	22	29	6	18	23	43	14	20	41	19	11	15	24	10	25	11	10	35
b2789	38	14	15	9	3	13	11	53	5	45	37	16	20	35	15	32	17	14	15	43
b2790	10	2	6	9	1	10	13	14	1	7	17	4	3	6	8	11	8	3	5	11
b2791	17	21	3	14	0	17	19	21	15	9	32	9	7	7	13	14	13	6	6	17
b2792	12	6	3	9	0	9	8	1	6	2	17	2	5	5	9	2	5	3	2	3
b2793	12	7	6	10	4	11	16	7	6	9	22	8	2	9	9	8	17	4	4	10
b2794	11	20	17	20	6	15	17	16	9	12	36	10	1	11	9	20	19	5	13	15
b2795	36	33	29	23	6	13	32	31	11	35	49	16	18	18	25	22	12	2	13	30
b2796	42	11	14	6	2	7	15	32	8	48	49	16	28	27	19	30	27	7	11	30
b2797	52	21	20	24	10	15	27	40	12	28	38	18	19	10	17	28	21	2	12	41
b2798	24	16	5	17	5	18	14	15	10	12	28	11	5	7	14	13	11	5	5	16
b2799	52	17	15	26	4	7	21	39	9	26	28	16	12	9	19	9	23	4	10	36
b2800	23	10	10	6	4	6	18	13	11	15	24	9	5	4	9	10	14	2	7	15
b2801	54	12	15	9	8	21	7	33	7	40	52	11	12	35	17	33	25	6	16	25
b2802	64	32	24	32	12	21	40	53	16	34	41	25	23	17	23	35	33	14	17	35
b2803	48	24	21	18	8	33	29	37	9	30	52	12	12	17	17	26	29	13	10	27
b2804	15	8	3	8	1	4	9	8	3	13	17	6	5	6	11	7	4	0	4	8
b2805	21	16	10	14	4	13	15	12	10	22	29	14	3	5	4	23	11	3	6	8
b2806	30	27	15	18	9	14	28	25	7	16	30	19	11	17	20	13	13	10	13	31
b2807	16	6	0	0	1	3	3	14	4	8	19	3	6	11	1	11	6	5	3	11
b2808	35	22	10	14	3	18	18	14	9	13	41	15	3	16	12	20	11	4	8	19
b2809	6	2	6	7	2	4	2	5	1	5	3	6	5	1	1	6	7	0	2	4
b2810	57	19	12	23	4	22	19	29	10	12	45	11	9	16	20	24	20	6	10	33
b2811	20	7	5	4	1	10	11	12	2	5	20	7	3	6	6	6	11	2	2	7
b2812	36	16	7	18	7	11	8	24	3	16	16	15	9	8	8	12	18	2	6	28
b2813	32	22	20	18	1	20	15	41	8	18	23	16	11	17	20	23	11	6	19	24
b2817	46	25	15	24	0	27	19	27	4	19	38	30	11	16	18	31	17	2	9	39
b2818	34	31	16	23	6	23	34	34	14	37	43	19	9	14	13	29	21	1	10	32
b2819	74	51	16	33	9	30	41	42	18	28	78	19	12	16	25	34	33	6	10	33
b2820	117	92	32	74	10	71	96	64	29	54	144	31	31	44	52	64	60	23	30	62
b2821	102	44	45	60	1	57	57	47	12	43	91	62	31	35	52	70	39	14	39	61
b2822	85	82	30	74	14	77	84	60	22	50	154	23	29	50	67	69	37	27	35	53
b2823	7	8	6	0	2	13	3	7	2	3	11	1	8	2	5	11	6	3	1	8
b2824	12	9	3	5	5	12	7	9	1	4	20	3	5	3	4	14	3	4	2	10
